AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1244.0,-10636.0,10420.0,-10662.0,5524.0,1102.0
948.0,-18260.0,10964.0,-7475.0,4878.0,-3406.0
724.0,-17872.0,10700.0,3788.0,1037.0,-2490.0
1488.0,-14852.0,11324.0,12697.0,-1308.0,1443.0
1660.0,-10008.0,12580.0,10282.0,-958.0,3698.0
1828.0,-3040.0,12960.0,-3608.0,1319.0,2432.0
1372.0,-9028.0,9900.0,-14102.0,5113.0,84.0
1600.0,-18648.0,8968.0,-11842.0,5452.0,-4844.0
1428.0,-22752.0,9380.0,5322.0,1256.0,-4404.0
1412.0,-17908.0,11224.0,19828.0,-2626.0,-524.0
1812.0,-9776.0,11520.0,22421.0,-2826.0,5324.0
2656.0,-1776.0,13044.0,7796.0,153.0,6170.0
1856.0,-3068.0,12332.0,-8138.0,4992.0,4199.0
1108.0,-14276.0,11864.0,-14477.0,7441.0,-1847.0
1200.0,-17768.0,10396.0,-7982.0,5161.0,-6065.0
884.0,-18196.0,10424.0,2157.0,2558.0,-3341.0
1244.0,-14428.0,11668.0,10336.0,-533.0,645.0
1584.0,-9588.0,12236.0,7559.0,-880.0,2397.0
1540.0,-4496.0,12484.0,-3936.0,1357.0,1079.0
1648.0,-10512.0,10432.0,-12297.0,4625.0,-930.0
1600.0,-18480.0,8568.0,-7509.0,4818.0,-4549.0
1552.0,-22524.0,8756.0,8192.0,2108.0,-3178.0
1452.0,-16920.0,10636.0,21859.0,-1682.0,1084.0
1532.0,-9176.0,12812.0,20858.0,-2373.0,6281.0
2408.0,-96.0,13412.0,7014.0,638.0,6962.0
1588.0,-5548.0,11708.0,-7923.0,5828.0,4043.0
596.0,-15340.0,11772.0,-11833.0,6847.0,-2861.0
456.0,-17960.0,11328.0,-4269.0,3189.0,-5187.0
436.0,-16232.0,12184.0,5074.0,332.0,-1968.0
1108.0,-11956.0,12296.0,9685.0,-912.0,1529.0
1440.0,-7824.0,13128.0,3512.0,-315.0,1310.0
1240.0,-5072.0,11976.0,-7283.0,1900.0,-459.0
1400.0,-13596.0,10056.0,-11471.0,4066.0,-2508.0
1516.0,-19632.0,9304.0,-2262.0,2438.0,-4125.0
